,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,x_68,x_69,x_70,x_71,x_72,x_73,x_74,x_75,x_76,x_77,x_78,x_79,x_80,x_81,x_82,x_83,x_84,x_85,x_86,x_87,x_88,x_89,x_90,x_91,x_92,x_93,x_94,x_95,x_96,x_97,x_98,x_99,x_100,x_101,x_102,x_103,x_104,x_105,x_106,x_107,x_108,x_109,x_110,x_111,x_112,x_113,x_114,x_115,x_116,x_117,x_118,x_119,x_120,x_121,x_122,x_123,x_124,x_125,x_126,x_127,x_128
10,0.363067,0.0561382,0.111111,0.0348254,0.0,0.0,0.0,0.0533239,0.0,0.0,0.0300546,0.0689936,0.0339014,0.0,0.0,0.0457258,0.0285359,0.0698857,0.0475118,0.0953103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0397969,0.0,0.0285359,0.0397969,0.0,0.207143,0.0341918,0.0,0.0,0.029917,0.0,0.0,0.0959575,0.0,0.0,0.0,0.0,0.193886,0.265145,0.0,0.070495,0.0,0.0,0.0419406,0.0,0.0,0.0,0.0,0.0,0.0302849,0.0,0.0,0.0473429,0.0,0.0691523,0.0,0.0858015,0.0,0.0,0.0,0.0,0.166667,0.0,0.0417218,0.0,0.0,0.0,0.0951166,0.0494157,0.0,0.0,0.0583133,0.0,0.0253174,0.0855137,0.0,0.0,0.0339014,0.0635295,0.0283391,0.0792228,0.149059,0.059262,0.0601266,0.0517557,0.0998452,0.0269755,0.0,0.0,0.0,0.110501,0.0,0.0,0.0,0.150151,0.0,0.0,0.0,0.0,0.0,0.053067,0.0,0.0,0.0703296,0.0229751,0.188135,0.0432323,0.0,0.0609723,0.0311736,0.0,0.0,0.0,0.0,0.0,0.0341387,0.0,0.0870115,0.0481894
11,0.117647,0.130169,0.0,0.0,0.0516216,0.0285331,0.0,0.0348254,0.166794,0.0,0.0532164,0.0386209,0.0,0.0,0.0,0.0,0.0948104,0.12218,0.0474759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10185,0.0528587,0.0,0.0,0.0189764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0761473,0.700985,0.0,0.0,0.0,0.0,0.0,0.0,0.0542301,0.0,0.0,0.0290377,0.0665719,0.0572531,0.0,0.0,0.0285359,0.0314411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056086,0.0,0.0903549,0.0,0.0,0.0752195,0.0,0.0,0.0,0.0969265,0.0,0.0,0.0,0.0,0.102238,0.0289726,0.0580547,0.0442568,0.0372334,0.0715916,0.0474759,0.0556888,0.0,0.0,0.0,0.0867277,0.0,0.0,0.0,0.104018,0.0,0.0,0.0300546,0.0,0.0,0.0643698,0.0,0.0,0.0,0.0455503,0.0813409,0.0269755,0.0,0.0941593,0.0,0.0,0.0,0.0663294,0.0175443,0.110105,0.0,0.0,0.0,0.0
12,0.466897,0.0380239,0.0,0.0257818,0.0458598,0.0189764,0.0,0.035315,0.0,0.0333643,0.0,0.0221747,0.0,0.0,0.0,0.1188,0.0820039,0.0,0.0300546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0221747,0.0,0.0314411,0.0,0.0,0.132743,0.238233,0.0,0.0,0.048527,0.0,0.0,0.0770427,0.0,0.0,0.0,0.0,0.202122,1.19509,0.0,0.0363175,0.0,0.0,0.0594901,0.0314411,0.0,0.0,0.0189764,0.0308323,0.0,0.0766726,0.0339385,0.0350814,0.0,0.0,0.0,0.0,0.0516399,0.0221747,0.0746888,0.0,0.0588238,0.0,0.0235423,0.0,0.0475118,0.0,0.0967183,0.0,0.0285359,0.0551195,0.0,0.0926784,0.0,0.111978,0.0,0.0391762,0.0,0.0301976,0.0475118,0.0,0.0175443,0.0733735,0.110729,0.0382242,0.0532043,0.169135,0.0424098,0.0,0.0,0.0569283,0.0,0.0,0.0,0.0867887,0.0411378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0634753,0.0380747,0.0,0.0570001,0.0560454,0.0417028,0.0,0.0,0.0,0.0235423,0.0,0.0,0.24818,0.0
13,0.420606,0.129175,0.0,0.0379524,0.0,0.0496459,0.0,0.0992293,0.20067,0.0,0.0821476,0.120728,0.0,0.0,0.0,0.0443495,0.0754996,0.0990359,0.239806,0.0,0.0741083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17469,0.0,0.0189764,0.0519067,0.0,0.264368,0.0441427,0.0,0.0,0.0175443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139422,0.911135,0.0,0.0386151,0.0189764,0.0,0.0175443,0.0,0.0,0.0,0.0,0.0491037,0.0795047,0.0280227,0.0,0.0,0.0285359,0.0520286,0.0,0.0,0.0,0.0729979,0.0,0.0,0.0434396,0.0,0.0,0.0,0.0523136,0.0,0.0378924,0.0,0.0463487,0.0,0.0,0.060672,0.0780883,0.166446,0.0,0.0246926,0.0,0.0581057,0.0311736,0.0509337,0.2029,0.0,0.0598588,0.035212,0.0653355,0.0294347,0.0,0.0,0.0,0.0175443,0.0,0.0,0.0,0.0784283,0.0217387,0.0,0.0,0.0,0.0,0.0,0.0229167,0.0,0.049506,0.0,0.0270264,0.0649996,0.0,0.084466,0.0822825,0.0,0.0,0.0229751,0.0189764,0.0,0.0327902,0.0,0.0386906,0.0489238
14,0.121287,0.0376981,0.0606242,0.0,0.0,0.0,0.0,0.0189764,0.0,0.0337694,0.0,0.0,0.0,0.0,0.0,0.0535492,0.0192313,0.0229751,0.0380239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0517927,0.0,0.0,0.0535492,0.0,0.0,0.0348254,0.0,0.0,0.0,0.0815222,0.0570001,0.11135,0.0,0.0,0.0,0.0,0.0812592,0.0,0.0,0.0,0.0,0.0,0.0189764,0.0,0.0,0.0,0.0285359,0.0523136,0.0,0.0,0.0,0.0,0.0645387,0.0,0.0571579,0.0,0.0,0.0,0.0290244,0.0,0.0175443,0.0,0.0,0.0386209,0.0,0.0,0.0812592,0.0373857,0.0,0.0,0.0909095,0.0,0.0385843,0.0402107,0.0385323,0.0290244,0.0,0.05774,0.0587974,0.0,0.0266684,0.0,0.0,0.0,0.0,0.0,0.0,0.0408217,0.0191599,0.0,0.0,0.0,0.0812592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0329218,0.0,0.0,0.0,0.0,0.0510246,0.0
15,0.0588238,0.0337694,0.0,0.0,0.0,0.0411378,0.0,0.058907,0.0,0.0,0.0189764,0.0,0.0,0.0,0.0,0.0741083,0.0968126,0.0380239,0.154135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0617778,0.0240977,0.0,0.0795165,0.0687632,0.0,0.0,0.0579033,0.0383675,0.0,0.0370912,0.0,0.0,0.0,0.0,0.0570001,0.987827,0.0,0.0705981,0.0,0.0,0.0175443,0.0965121,0.0,0.0,0.0,0.0,0.0,0.0581531,0.0,0.0,0.0,0.035212,0.0,0.0830709,0.0426774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0323943,0.0,0.0814752,0.0,0.0340423,0.0,0.0,0.0746155,0.0,0.0767375,0.0,0.0,0.0,0.0,0.0189764,0.0,0.202476,0.039473,0.122677,0.0790168,0.0406733,0.235119,0.0217387,0.0,0.0,0.0655532,0.0,0.0,0.0,0.196393,0.0189764,0.0,0.0606242,0.0,0.0689936,0.0365104,0.0,0.0,0.0369629,0.0,0.0613049,0.0285359,0.0,0.0791744,0.0281266,0.0,0.0,0.0569998,0.0443495,0.0,0.0,0.0,0.0,0.0
16,0.294969,0.0,0.0,0.0,0.0,0.0425631,0.0,0.038694,0.151466,0.0,0.0791744,0.0,0.0,0.0,0.0,0.125,0.0459036,0.117931,0.0189764,0.0870115,0.0,0.0,0.0,0.0,0.0525262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0389578,0.0,0.137831,0.0714044,0.0,0.0,0.0,0.0,0.0,0.166314,0.0,0.0,0.0,0.159472,0.300385,0.273332,0.0,0.0576358,0.0246926,0.0,0.0189764,0.0870115,0.0339014,0.0,0.0,0.0,0.0,0.0235423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0553725,0.0,0.409176,0.0,0.0,0.0,0.0,0.0839245,0.187686,0.0501995,0.0,0.0,0.0,0.0363752,0.0497916,0.0,0.063568,0.0,0.0189764,0.0622995,0.158486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0726767,0.0676447,0.0,0.0,0.0606242,0.0,0.0,0.0775213,0.0606242,0.0,0.0,0.0475118,0.107402,0.035212,0.0465213,0.0570716,0.094719,0.0,0.0,0.0,0.0379524,0.0,0.0231856,0.0,0.100356,0.0
17,0.222222,0.0294347,0.0,0.0189764,0.0,0.0,0.0,0.0380747,0.111634,0.174194,0.0546549,0.0,0.0,0.0,0.0,0.0,0.0567226,0.0370992,0.0509722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0746888,0.0,0.040607,0.0,0.0,0.101471,0.0,0.0,0.0,0.0215062,0.0,0.0,0.0309091,0.0,0.0,0.0,0.0,0.155358,0.967368,0.0,0.0363438,0.0,0.0,0.043828,0.0,0.0,0.0,0.0,0.0,0.0337694,0.0311736,0.0,0.0,0.0285359,0.0746888,0.0,0.0,0.0,0.0,0.0,0.0,0.108161,0.0,0.0,0.0,0.0,0.0,0.134711,0.0,0.0,0.0,0.0,0.0,0.0,0.0648729,0.0,0.0,0.0870115,0.0,0.0408346,0.0285359,0.094719,0.0703015,0.0495923,0.0431509,0.0939975,0.0241398,0.0,0.0,0.0,0.0285359,0.0,0.0,0.0,0.0794676,0.0229751,0.0,0.0,0.0,0.0311736,0.0,0.0,0.0,0.0466518,0.082003,0.0188679,0.0243235,0.0,0.0203353,0.0285359,0.0,0.0,0.0,0.0221747,0.0,0.0,0.0,0.0,0.0
18,0.95744,0.123183,0.0,0.0380239,0.0259761,0.0229167,0.0,0.128357,0.0,0.0,0.0716109,0.0677322,0.0,0.0,0.0,0.0175443,0.0644164,0.0712856,0.061562,0.0,0.0328821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114762,0.0,0.0542919,0.019536,0.0,0.341211,0.106553,0.0,0.0,0.0612283,0.0515899,0.0,0.0366894,0.0,0.0,0.0,0.0,0.210586,1.12479,0.0,0.111736,0.0,0.0,0.0800429,0.0741083,0.0,0.0235423,0.0,0.0,0.0396586,0.0,0.0355491,0.0,0.0285359,0.0,0.0,0.0,0.0,0.0221747,0.0,0.0,0.0,0.0,0.0,0.028988,0.0226523,0.0,0.0490254,0.0,0.0,0.0277484,0.0,0.137147,0.112174,0.101791,0.0655851,0.0,0.117554,0.0678574,0.0502776,0.0,0.105724,0.0786755,0.0754987,0.0224359,0.125224,0.0838739,0.0313483,0.0,0.0,0.0479592,0.121287,0.0,0.0,0.0229751,0.0,0.0,0.0,0.0,0.0746888,0.0280227,0.0419513,0.0,0.0205451,0.0,0.0940168,0.0189764,0.0,0.0904467,0.048832,0.0,0.0,0.0317656,0.0348254,0.0,0.0,0.0,0.0782092,0.0607223
19,0.100467,0.0,0.0,0.0498747,0.0207606,0.0,0.0,0.0631198,0.0645387,0.0974596,0.0189764,0.0175443,0.0,0.0,0.0645387,0.0645526,0.159309,0.0285359,0.144987,0.0,0.0175443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0215062,0.0,0.0666564,0.0377321,0.0,0.0838949,0.0501995,0.0,0.0,0.0,0.0189764,0.0,0.0953795,0.0,0.0419406,0.0,0.0,0.104476,1.44644,0.0,0.0533371,0.0408797,0.0,0.0277484,0.0535492,0.0,0.0,0.0,0.0462155,0.0,0.0221747,0.0199278,0.0,0.0,0.0,0.0,0.0520286,0.0,0.0,0.0800429,0.0,0.117647,0.0,0.0,0.0,0.0811813,0.0,0.0753315,0.0,0.0380239,0.0,0.0,0.0729746,0.0,0.093261,0.0,0.0285359,0.0,0.089779,0.0570716,0.0,0.125781,0.0300546,0.0285359,0.0337339,0.108771,0.0392209,0.0285359,0.0,0.0,0.109523,0.0382493,0.0,0.0,0.0922621,0.0189764,0.0,0.0,0.0,0.0285359,0.0898732,0.0,0.0,0.0311736,0.0583123,0.0,0.0682691,0.0175443,0.0737023,0.0665596,0.0,0.0,0.0325601,0.0730556,0.0366349,0.0,0.0,0.0,0.0462155
20,0.166667,0.0241398,0.0,0.0,0.0304851,0.0,0.0,0.0300546,0.0,0.0378684,0.0559501,0.035212,0.0,0.0,0.0,0.0,0.0876762,0.0729921,0.0469644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0221747,0.0,0.0,0.0240162,0.0,0.120035,0.100012,0.0,0.0,0.0553678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18496,0.371249,0.0,0.0,0.0,0.0,0.0397969,0.0,0.0,0.0,0.0,0.042239,0.0931644,0.0412047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555557,0.0,0.0,0.0,0.0451669,0.0,0.147405,0.0,0.0300546,0.117037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0546549,0.0,0.0280227,0.0243235,0.0235423,0.0,0.100269,0.0425785,0.0229167,0.0,0.0,0.0744683,0.0,0.0,0.0,0.0290244,0.0,0.0,0.0285359,0.0,0.0,0.0325601,0.0,0.0,0.0,0.0,0.0,0.0337339,0.0,0.0,0.03832,0.0,0.0,0.0617976,0.0355726,0.0,0.0,0.0,0.0,0.0
