filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
7.jpg,35436,"{}",11,3,"{""name"":""rect"",""x"":154,""y"":333,""width"":17,""height"":16}","{}"
7.jpg,35436,"{}",11,4,"{""name"":""rect"",""x"":179,""y"":336,""width"":21,""height"":16}","{}"
7.jpg,35436,"{}",11,5,"{""name"":""rect"",""x"":215,""y"":425,""width"":23,""height"":16}","{}"
7.jpg,35436,"{}",11,6,"{""name"":""rect"",""x"":150,""y"":518,""width"":23,""height"":16}","{}"
7.jpg,35436,"{}",11,7,"{""name"":""rect"",""x"":177,""y"":516,""width"":20,""height"":17}","{}"
7.jpg,35436,"{}",11,8,"{""name"":""rect"",""x"":212,""y"":609,""width"":29,""height"":19}","{}"
7.jpg,35436,"{}",11,9,"{""name"":""rect"",""x"":149,""y"":697,""width"":21,""height"":19}","{}"
7.jpg,35436,"{}",11,10,"{""name"":""rect"",""x"":179,""y"":700,""width"":18,""height"":15}","{}"
8.jpg,36466,"{}",10,0,"{""name"":""rect"",""x"":154,""y"":142,""width"":23,""height"":19}","{}"
8.jpg,36466,"{}",10,1,"{""name"":""rect"",""x"":183,""y"":143,""width"":20,""height"":17}","{}"
8.jpg,36466,"{}",10,2,"{""name"":""rect"",""x"":222,""y"":240,""width"":18,""height"":16}","{}"
8.jpg,36466,"{}",10,3,"{""name"":""rect"",""x"":155,""y"":322,""width"":22,""height"":21}","{}"
8.jpg,36466,"{}",10,4,"{""name"":""rect"",""x"":182,""y"":325,""width"":19,""height"":21}","{}"
8.jpg,36466,"{}",10,5,"{""name"":""rect"",""x"":221,""y"":423,""width"":18,""height"":22}","{}"
8.jpg,36466,"{}",10,6,"{""name"":""rect"",""x"":152,""y"":511,""width"":23,""height"":22}","{}"
8.jpg,36466,"{}",10,7,"{""name"":""rect"",""x"":179,""y"":511,""width"":22,""height"":21}","{}"
8.jpg,36466,"{}",10,8,"{""name"":""rect"",""x"":155,""y"":667,""width"":18,""height"":23}","{}"
8.jpg,36466,"{}",10,9,"{""name"":""rect"",""x"":177,""y"":669,""width"":25,""height"":22}","{}"
9.jpg,36511,"{}",11,0,"{""name"":""rect"",""x"":217,""y"":56,""width"":22,""height"":17}","{}"
9.jpg,36511,"{}",11,1,"{""name"":""rect"",""x"":153,""y"":149,""width"":19,""height"":17}","{}"
9.jpg,36511,"{}",11,2,"{""name"":""rect"",""x"":179,""y"":149,""width"":21,""height"":20}","{}"
9.jpg,36511,"{}",11,3,"{""name"":""rect"",""x"":219,""y"":244,""width"":23,""height"":18}","{}"
9.jpg,36511,"{}",11,4,"{""name"":""rect"",""x"":156,""y"":338,""width"":18,""height"":17}","{}"
9.jpg,36511,"{}",11,5,"{""name"":""rect"",""x"":180,""y"":337,""width"":21,""height"":17}","{}"
9.jpg,36511,"{}",11,6,"{""name"":""rect"",""x"":155,""y"":483,""width"":22,""height"":19}","{}"
9.jpg,36511,"{}",11,7,"{""name"":""rect"",""x"":181,""y"":484,""width"":17,""height"":17}","{}"
9.jpg,36511,"{}",11,8,"{""name"":""rect"",""x"":219,""y"":579,""width"":25,""height"":19}","{}"
9.jpg,36511,"{}",11,9,"{""name"":""rect"",""x"":153,""y"":668,""width"":21,""height"":19}","{}"
9.jpg,36511,"{}",11,10,"{""name"":""rect"",""x"":182,""y"":668,""width"":21,""height"":19}","{}"
10.jpg,36797,"{}",12,0,"{""name"":""rect"",""x"":153,""y"":145,""width"":19,""height"":20}","{}"
10.jpg,36797,"{}",12,1,"{""name"":""rect"",""x"":178,""y"":147,""width"":19,""height"":19}","{}"
10.jpg,36797,"{}",12,2,"{""name"":""rect"",""x"":219,""y"":239,""width"":19,""height"":19}","{}"
10.jpg,36797,"{}",12,3,"{""name"":""rect"",""x"":149,""y"":1,""width"":19,""height"":15}","{}"
10.jpg,36797,"{}",12,4,"{""name"":""rect"",""x"":178,""y"":2,""width"":21,""height"":15}","{}"
10.jpg,36797,"{}",12,5,"{""name"":""rect"",""x"":154,""y"":333,""width"":18,""height"":19}","{}"
10.jpg,36797,"{}",12,6,"{""name"":""rect"",""x"":179,""y"":335,""width"":21,""height"":18}","{}"
10.jpg,36797,"{}",12,7,"{""name"":""rect"",""x"":221,""y"":430,""width"":20,""height"":17}","{}"
10.jpg,36797,"{}",12,8,"{""name"":""rect"",""x"":153,""y"":523,""width"":19,""height"":16}","{}"
10.jpg,36797,"{}",12,9,"{""name"":""rect"",""x"":181,""y"":524,""width"":21,""height"":15}","{}"
10.jpg,36797,"{}",12,10,"{""name"":""rect"",""x"":154,""y"":667,""width"":21,""height"":15}","{}"
10.jpg,36797,"{}",12,11,"{""name"":""rect"",""x"":181,""y"":670,""width"":19,""height"":15}","{}"
11.jpg,41499,"{}",11,0,"{""name"":""rect"",""x"":149,""y"":65,""width"":19,""height"":16}","{}"
11.jpg,41499,"{}",11,1,"{""name"":""rect"",""x"":173,""y"":63,""width"":20,""height"":14}","{}"
11.jpg,41499,"{}",11,2,"{""name"":""rect"",""x"":213,""y"":152,""width"":21,""height"":17}","{}"
11.jpg,41499,"{}",11,3,"{""name"":""rect"",""x"":213,""y"":341,""width"":22,""height"":15}","{}"
11.jpg,41499,"{}",11,4,"{""name"":""rect"",""x"":153,""y"":247,""width"":21,""height"":16}","{}"
11.jpg,41499,"{}",11,5,"{""name"":""rect"",""x"":178,""y"":249,""width"":16,""height"":16}","{}"
11.jpg,41499,"{}",11,6,"{""name"":""rect"",""x"":153,""y"":436,""width"":19,""height"":16}","{}"
11.jpg,41499,"{}",11,7,"{""name"":""rect"",""x"":177,""y"":437,""width"":19,""height"":16}","{}"
11.jpg,41499,"{}",11,8,"{""name"":""rect"",""x"":149,""y"":581,""width"":21,""height"":19}","{}"
11.jpg,41499,"{}",11,9,"{""name"":""rect"",""x"":175,""y"":579,""width"":21,""height"":19}","{}"
11.jpg,41499,"{}",11,10,"{""name"":""rect"",""x"":211,""y"":675,""width"":25,""height"":17}","{}"
12.jpg,70525,"{}",8,0,"{""name"":""rect"",""x"":45,""y"":52,""width"":27,""height"":25}","{}"
12.jpg,70525,"{}",8,1,"{""name"":""rect"",""x"":41,""y"":247,""width"":29,""height"":22}","{}"
12.jpg,70525,"{}",8,2,"{""name"":""rect"",""x"":37,""y"":438,""width"":29,""height"":26}","{}"
12.jpg,70525,"{}",8,3,"{""name"":""rect"",""x"":145,""y"":440,""width"":20,""height"":17}","{}"
12.jpg,70525,"{}",8,4,"{""name"":""rect"",""x"":173,""y"":440,""width"":17,""height"":15}","{}"
12.jpg,70525,"{}",8,5,"{""name"":""rect"",""x"":43,""y"":623,""width"":27,""height"":21}","{}"
12.jpg,70525,"{}",8,6,"{""name"":""rect"",""x"":142,""y"":622,""width"":22,""height"":23}","{}"
12.jpg,70525,"{}",8,7,"{""name"":""rect"",""x"":172,""y"":625,""width"":22,""height"":20}","{}"
13.jpg,74141,"{}",7,0,"{""name"":""rect"",""x"":47,""y"":58,""width"":25,""height"":23}","{}"
13.jpg,74141,"{}",7,1,"{""name"":""rect"",""x"":147,""y"":61,""width"":17,""height"":16}","{}"
13.jpg,74141,"{}",7,2,"{""name"":""rect"",""x"":40,""y"":244,""width"":31,""height"":25}","{}"
13.jpg,74141,"{}",7,3,"{""name"":""rect"",""x"":40,""y"":419,""width"":35,""height"":27}","{}"
13.jpg,74141,"{}",7,4,"{""name"":""rect"",""x"":43,""y"":613,""width"":27,""height"":21}","{}"
13.jpg,74141,"{}",7,5,"{""name"":""rect"",""x"":149,""y"":618,""width"":21,""height"":21}","{}"
13.jpg,74141,"{}",7,6,"{""name"":""rect"",""x"":145,""y"":424,""width"":26,""height"":19}","{}"
14.jpg,73909,"{}",8,0,"{""name"":""rect"",""x"":47,""y"":169,""width"":25,""height"":21}","{}"
14.jpg,73909,"{}",8,1,"{""name"":""rect"",""x"":147,""y"":169,""width"":19,""height"":17}","{}"
14.jpg,73909,"{}",8,2,"{""name"":""rect"",""x"":39,""y"":353,""width"":32,""height"":23}","{}"
14.jpg,73909,"{}",8,3,"{""name"":""rect"",""x"":42,""y"":529,""width"":29,""height"":23}","{}"
14.jpg,73909,"{}",8,4,"{""name"":""rect"",""x"":146,""y"":533,""width"":26,""height"":21}","{}"
14.jpg,73909,"{}",8,5,"{""name"":""rect"",""x"":147,""y"":357,""width"":21,""height"":16}","{}"
14.jpg,73909,"{}",8,6,"{""name"":""rect"",""x"":39,""y"":717,""width"":33,""height"":26}","{}"
14.jpg,73909,"{}",8,7,"{""name"":""rect"",""x"":148,""y"":725,""width"":25,""height"":22}","{}"
15.jpg,59834,"{}",12,0,"{""name"":""rect"",""x"":31,""y"":5,""width"":33,""height"":24}","{}"
15.jpg,59834,"{}",12,1,"{""name"":""rect"",""x"":148,""y"":4,""width"":26,""height"":24}","{}"
15.jpg,59834,"{}",12,2,"{""name"":""rect"",""x"":179,""y"":5,""width"":24,""height"":21}","{}"
15.jpg,59834,"{}",12,3,"{""name"":""rect"",""x"":147,""y"":196,""width"":27,""height"":25}","{}"
15.jpg,59834,"{}",12,4,"{""name"":""rect"",""x"":179,""y"":197,""width"":22,""height"":22}","{}"
15.jpg,59834,"{}",12,5,"{""name"":""rect"",""x"":40,""y"":201,""width"":25,""height"":24}","{}"
15.jpg,59834,"{}",12,6,"{""name"":""rect"",""x"":35,""y"":401,""width"":32,""height"":24}","{}"
15.jpg,59834,"{}",12,7,"{""name"":""rect"",""x"":151,""y"":396,""width"":22,""height"":21}","{}"
15.jpg,59834,"{}",12,8,"{""name"":""rect"",""x"":177,""y"":397,""width"":21,""height"":23}","{}"
15.jpg,59834,"{}",12,9,"{""name"":""rect"",""x"":45,""y"":574,""width"":25,""height"":23}","{}"
15.jpg,59834,"{}",12,10,"{""name"":""rect"",""x"":150,""y"":577,""width"":22,""height"":23}","{}"
15.jpg,59834,"{}",12,11,"{""name"":""rect"",""x"":178,""y"":578,""width"":21,""height"":20}","{}"
16.jpg,58994,"{}",12,0,"{""name"":""rect"",""x"":33,""y"":145,""width"":27,""height"":20}","{}"
16.jpg,58994,"{}",12,1,"{""name"":""rect"",""x"":149,""y"":144,""width"":23,""height"":17}","{}"
16.jpg,58994,"{}",12,2,"{""name"":""rect"",""x"":177,""y"":143,""width"":21,""height"":19}","{}"
16.jpg,58994,"{}",12,3,"{""name"":""rect"",""x"":151,""y"":329,""width"":22,""height"":18}","{}"
16.jpg,58994,"{}",12,4,"{""name"":""rect"",""x"":178,""y"":329,""width"":20,""height"":19}","{}"
16.jpg,58994,"{}",12,5,"{""name"":""rect"",""x"":33,""y"":329,""width"":29,""height"":17}","{}"
16.jpg,58994,"{}",12,6,"{""name"":""rect"",""x"":39,""y"":524,""width"":25,""height"":19}","{}"
16.jpg,58994,"{}",12,7,"{""name"":""rect"",""x"":146,""y"":521,""width"":27,""height"":19}","{}"
16.jpg,58994,"{}",12,8,"{""name"":""rect"",""x"":179,""y"":521,""width"":21,""height"":18}","{}"
16.jpg,58994,"{}",12,9,"{""name"":""rect"",""x"":38,""y"":723,""width"":30,""height"":19}","{}"
16.jpg,58994,"{}",12,10,"{""name"":""rect"",""x"":150,""y"":719,""width"":25,""height"":18}","{}"
16.jpg,58994,"{}",12,11,"{""name"":""rect"",""x"":179,""y"":721,""width"":18,""height"":18}","{}"
17.jpg,57107,"{}",12,0,"{""name"":""rect"",""x"":28,""y"":140,""width"":25,""height"":21}","{}"
17.jpg,57107,"{}",12,1,"{""name"":""rect"",""x"":147,""y"":134,""width"":24,""height"":22}","{}"
17.jpg,57107,"{}",12,2,"{""name"":""rect"",""x"":175,""y"":137,""width"":21,""height"":17}","{}"
17.jpg,57107,"{}",12,3,"{""name"":""rect"",""x"":33,""y"":336,""width"":21,""height"":17}","{}"
17.jpg,57107,"{}",12,4,"{""name"":""rect"",""x"":147,""y"":329,""width"":21,""height"":20}","{}"
17.jpg,57107,"{}",12,5,"{""name"":""rect"",""x"":176,""y"":331,""width"":21,""height"":18}","{}"
17.jpg,57107,"{}",12,6,"{""name"":""rect"",""x"":33,""y"":525,""width"":27,""height"":19}","{}"
17.jpg,57107,"{}",12,7,"{""name"":""rect"",""x"":147,""y"":522,""width"":22,""height"":21}","{}"
17.jpg,57107,"{}",12,8,"{""name"":""rect"",""x"":175,""y"":523,""width"":23,""height"":17}","{}"
17.jpg,57107,"{}",12,9,"{""name"":""rect"",""x"":34,""y"":709,""width"":27,""height"":18}","{}"
17.jpg,57107,"{}",12,10,"{""name"":""rect"",""x"":149,""y"":708,""width"":21,""height"":19}","{}"
17.jpg,57107,"{}",12,11,"{""name"":""rect"",""x"":177,""y"":708,""width"":23,""height"":19}","{}"
18.jpg,56997,"{}",12,0,"{""name"":""rect"",""x"":19,""y"":157,""width"":25,""height"":21}","{}"
18.jpg,56997,"{}",12,1,"{""name"":""rect"",""x"":145,""y"":155,""width"":20,""height"":21}","{}"
18.jpg,56997,"{}",12,2,"{""name"":""rect"",""x"":173,""y"":155,""width"":23,""height"":21}","{}"
18.jpg,56997,"{}",12,3,"{""name"":""rect"",""x"":21,""y"":340,""width"":25,""height"":23}","{}"
18.jpg,56997,"{}",12,4,"{""name"":""rect"",""x"":143,""y"":343,""width"":23,""height"":20}","{}"
18.jpg,56997,"{}",12,5,"{""name"":""rect"",""x"":173,""y"":344,""width"":23,""height"":18}","{}"
18.jpg,56997,"{}",12,6,"{""name"":""rect"",""x"":29,""y"":527,""width"":26,""height"":19}","{}"
18.jpg,56997,"{}",12,7,"{""name"":""rect"",""x"":144,""y"":519,""width"":22,""height"":21}","{}"
18.jpg,56997,"{}",12,8,"{""name"":""rect"",""x"":174,""y"":520,""width"":22,""height"":19}","{}"
18.jpg,56997,"{}",12,9,"{""name"":""rect"",""x"":34,""y"":719,""width"":20,""height"":18}","{}"
18.jpg,56997,"{}",12,10,"{""name"":""rect"",""x"":147,""y"":715,""width"":22,""height"":20}","{}"
18.jpg,56997,"{}",12,11,"{""name"":""rect"",""x"":174,""y"":713,""width"":24,""height"":19}","{}"
19.jpg,82157,"{}",6,0,"{""name"":""rect"",""x"":139,""y"":27,""width"":21,""height"":19}","{}"
19.jpg,82157,"{}",6,1,"{""name"":""rect"",""x"":166,""y"":29,""width"":20,""height"":19}","{}"
19.jpg,82157,"{}",6,2,"{""name"":""rect"",""x"":141,""y"":379,""width"":21,""height"":20}","{}"
19.jpg,82157,"{}",6,3,"{""name"":""rect"",""x"":169,""y"":377,""width"":17,""height"":17}","{}"
19.jpg,82157,"{}",6,4,"{""name"":""rect"",""x"":141,""y"":719,""width"":20,""height"":19}","{}"
19.jpg,82157,"{}",6,5,"{""name"":""rect"",""x"":167,""y"":719,""width"":21,""height"":16}","{}"
20.jpg,79525,"{}",6,0,"{""name"":""rect"",""x"":145,""y"":184,""width"":19,""height"":18}","{}"
20.jpg,79525,"{}",6,1,"{""name"":""rect"",""x"":168,""y"":183,""width"":19,""height"":16}","{}"
20.jpg,79525,"{}",6,2,"{""name"":""rect"",""x"":140,""y"":384,""width"":19,""height"":22}","{}"
20.jpg,79525,"{}",6,3,"{""name"":""rect"",""x"":165,""y"":385,""width"":23,""height"":19}","{}"
20.jpg,79525,"{}",6,4,"{""name"":""rect"",""x"":140,""y"":600,""width"":23,""height"":18}","{}"
20.jpg,79525,"{}",6,5,"{""name"":""rect"",""x"":169,""y"":597,""width"":20,""height"":16}","{}"
21.jpg,78134,"{}",8,0,"{""name"":""rect"",""x"":141,""y"":116,""width"":21,""height"":20}","{}"
21.jpg,78134,"{}",8,1,"{""name"":""rect"",""x"":167,""y"":116,""width"":21,""height"":19}","{}"
21.jpg,78134,"{}",8,2,"{""name"":""rect"",""x"":140,""y"":298,""width"":19,""height"":21}","{}"
21.jpg,78134,"{}",8,3,"{""name"":""rect"",""x"":165,""y"":298,""width"":23,""height"":21}","{}"
21.jpg,78134,"{}",8,4,"{""name"":""rect"",""x"":141,""y"":471,""width"":21,""height"":24}","{}"
21.jpg,78134,"{}",8,5,"{""name"":""rect"",""x"":167,""y"":472,""width"":21,""height"":21}","{}"
21.jpg,78134,"{}",8,6,"{""name"":""rect"",""x"":142,""y"":663,""width"":19,""height"":19}","{}"
21.jpg,78134,"{}",8,7,"{""name"":""rect"",""x"":167,""y"":665,""width"":21,""height"":18}","{}"
22.jpg,81045,"{}",7,0,"{""name"":""rect"",""x"":144,""y"":69,""width"":21,""height"":19}","{}"
22.jpg,81045,"{}",7,1,"{""name"":""rect"",""x"":171,""y"":71,""width"":21,""height"":20}","{}"
22.jpg,81045,"{}",7,2,"{""name"":""rect"",""x"":146,""y"":263,""width"":19,""height"":20}","{}"
22.jpg,81045,"{}",7,3,"{""name"":""rect"",""x"":172,""y"":263,""width"":19,""height"":21}","{}"
22.jpg,81045,"{}",7,4,"{""name"":""rect"",""x"":171,""y"":439,""width"":20,""height"":21}","{}"
22.jpg,81045,"{}",7,5,"{""name"":""rect"",""x"":145,""y"":637,""width"":18,""height"":18}","{}"
22.jpg,81045,"{}",7,6,"{""name"":""rect"",""x"":169,""y"":636,""width"":18,""height"":15}","{}"
23.jpg,88178,"{}",8,0,"{""name"":""rect"",""x"":144,""y"":25,""width"":25,""height"":21}","{}"
23.jpg,88178,"{}",8,1,"{""name"":""rect"",""x"":174,""y"":28,""width"":15,""height"":16}","{}"
23.jpg,88178,"{}",8,2,"{""name"":""rect"",""x"":149,""y"":207,""width"":21,""height"":19}","{}"
23.jpg,88178,"{}",8,3,"{""name"":""rect"",""x"":175,""y"":207,""width"":17,""height"":17}","{}"
23.jpg,88178,"{}",8,4,"{""name"":""rect"",""x"":146,""y"":415,""width"":20,""height"":20}","{}"
23.jpg,88178,"{}",8,5,"{""name"":""rect"",""x"":173,""y"":414,""width"":19,""height"":18}","{}"
23.jpg,88178,"{}",8,6,"{""name"":""rect"",""x"":147,""y"":601,""width"":18,""height"":20}","{}"
23.jpg,88178,"{}",8,7,"{""name"":""rect"",""x"":171,""y"":601,""width"":20,""height"":17}","{}"
24.jpg,50796,"{}",7,0,"{""name"":""rect"",""x"":205,""y"":259,""width"":27,""height"":21}","{}"
24.jpg,50796,"{}",7,1,"{""name"":""rect"",""x"":175,""y"":431,""width"":22,""height"":21}","{}"
24.jpg,50796,"{}",7,2,"{""name"":""rect"",""x"":205,""y"":431,""width"":28,""height"":21}","{}"
24.jpg,50796,"{}",7,3,"{""name"":""rect"",""x"":171,""y"":96,""width"":25,""height"":27}","{}"
24.jpg,50796,"{}",7,4,"{""name"":""rect"",""x"":169,""y"":258,""width"":24,""height"":24}","{}"
24.jpg,50796,"{}",7,5,"{""name"":""rect"",""x"":175,""y"":604,""width"":23,""height"":23}","{}"
24.jpg,50796,"{}",7,6,"{""name"":""rect"",""x"":205,""y"":606,""width"":25,""height"":20}","{}"
25.jpg,47947,"{}",8,0,"{""name"":""rect"",""x"":175,""y"":32,""width"":27,""height"":23}","{}"
25.jpg,47947,"{}",8,1,"{""name"":""rect"",""x"":207,""y"":34,""width"":25,""height"":22}","{}"
25.jpg,47947,"{}",8,2,"{""name"":""rect"",""x"":176,""y"":207,""width"":23,""height"":21}","{}"
25.jpg,47947,"{}",8,3,"{""name"":""rect"",""x"":204,""y"":210,""width"":26,""height"":20}","{}"
25.jpg,47947,"{}",8,4,"{""name"":""rect"",""x"":174,""y"":382,""width"":24,""height"":21}","{}"
25.jpg,47947,"{}",8,5,"{""name"":""rect"",""x"":203,""y"":382,""width"":27,""height"":21}","{}"
25.jpg,47947,"{}",8,6,"{""name"":""rect"",""x"":176,""y"":568,""width"":20,""height"":21}","{}"
25.jpg,47947,"{}",8,7,"{""name"":""rect"",""x"":203,""y"":568,""width"":26,""height"":19}","{}"
26.jpg,50104,"{}",17,0,"{""name"":""rect"",""x"":171,""y"":44,""width"":31,""height"":25}","{}"
26.jpg,50104,"{}",17,1,"{""name"":""rect"",""x"":223,""y"":53,""width"":35,""height"":27}","{}"
26.jpg,50104,"{}",17,2,"{""name"":""rect"",""x"":282,""y"":53,""width"":30,""height"":33}","{}"
26.jpg,50104,"{}",17,3,"{""name"":""rect"",""x"":169,""y"":249,""width"":35,""height"":31}","{}"
26.jpg,50104,"{}",17,4,"{""name"":""rect"",""x"":221,""y"":253,""width"":30,""height"":29}","{}"
26.jpg,50104,"{}",17,5,"{""name"":""rect"",""x"":257,""y"":256,""width"":27,""height"":29}","{}"
26.jpg,50104,"{}",17,6,"{""name"":""rect"",""x"":169,""y"":443,""width"":33,""height"":29}","{}"
26.jpg,50104,"{}",17,7,"{""name"":""rect"",""x"":213,""y"":445,""width"":25,""height"":27}","{}"
26.jpg,50104,"{}",17,8,"{""name"":""rect"",""x"":240,""y"":453,""width"":20,""height"":19}","{}"
26.jpg,50104,"{}",17,9,"{""name"":""rect"",""x"":332,""y"":461,""width"":30,""height"":21}","{}"
26.jpg,50104,"{}",17,10,"{""name"":""rect"",""x"":166,""y"":643,""width"":25,""height"":23}","{}"
26.jpg,50104,"{}",17,11,"{""name"":""rect"",""x"":215,""y"":647,""width"":20,""height"":24}","{}"
26.jpg,50104,"{}",17,12,"{""name"":""rect"",""x"":310,""y"":651,""width"":29,""height"":30}","{}"
26.jpg,50104,"{}",17,13,"{""name"":""rect"",""x"":103,""y"":40,""width"":17,""height"":21}","{}"
26.jpg,50104,"{}",17,14,"{""name"":""rect"",""x"":104,""y"":634,""width"":16,""height"":18}","{}"
26.jpg,50104,"{}",17,15,"{""name"":""rect"",""x"":103,""y"":436,""width"":19,""height"":21}","{}"
26.jpg,50104,"{}",17,16,"{""name"":""rect"",""x"":105,""y"":242,""width"":13,""height"":23}","{}"
